teamA,teamB,date,league,teamA_win
OKSavingsBank BRION,Nongshim RedForce,2024-03-17,LCK,0
KT Rolster,DRX,2024-03-16,LCK,1
FearX,Kwangdong Freecs,2024-03-16,LCK,1
T1,Hanwha Life Esports,2024-03-15,LCK,0
Gen.G,Nongshim RedForce,2024-03-15,LCK,1
OKSavingsBank BRION,KT Rolster,2024-03-14,LCK,0
FearX,DRX,2024-03-14,LCK,1
Dplus KIA,T1,2024-03-13,LCK,0
Hanwha Life Esports,Kwangdong Freecs,2024-03-13,LCK,1
FearX,Dplus KIA,2024-03-10,LCK,0
KT Rolster,Nongshim RedForce,2024-03-10,LCK,1
Kwangdong Freecs,DRX,2024-03-09,LCK,0
T1,Gen.G,2024-03-09,LCK,0
Nongshim RedForce,Dplus KIA,2024-03-08,LCK,0
OKSavingsBank BRION,Hanwha Life Esports,2024-03-08,LCK,0
FearX,KT Rolster,2024-03-07,LCK,0
Kwangdong Freecs,T1,2024-03-07,LCK,0
Gen.G,Hanwha Life Esports,2024-03-06,LCK,1
OKSavingsBank BRION,DRX,2024-03-06,LCK,1
DRX,Hanwha Life Esports,2024-03-03,LCK,0
KT Rolster,Dplus KIA,2024-03-03,LCK,0
T1,OKSavingsBank BRION,2024-03-02,LCK,1
Kwangdong Freecs,Nongshim RedForce,2024-03-02,LCK,1
Gen.G,KT Rolster,2024-03-01,LCK,1
Hanwha Life Esports,FearX,2024-03-01,LCK,1
Nongshim RedForce,DRX,2024-02-29,LCK,0
Dplus KIA,OKSavingsBank BRION,2024-02-29,LCK,1
T1,FearX,2024-02-28,LCK,1
Kwangdong Freecs,Gen.G,2024-02-28,LCK,0
OKSavingsBank BRION,Kwangdong Freecs,2024-02-26,LCK,1
DRX,Dplus KIA,2024-02-25,LCK,0
Gen.G,FearX,2024-02-24,LCK,1
T1,KT Rolster,2024-02-24,LCK,1
Hanwha Life Esports,Nongshim RedForce,2024-02-23,LCK,1
Kwangdong Freecs,OKSavingsBank BRION,2024-02-23,LCK,0
Gen.G,DRX,2024-02-22,LCK,1
Dplus KIA,FearX,2024-02-22,LCK,1
Hanwha Life Esports,KT Rolster,2024-02-21,LCK,1
T1,Nongshim RedForce,2024-02-21,LCK,1
Nongshim RedForce,OKSavingsBank BRION,2024-02-18,LCK,1
FearX,T1,2024-02-18,LCK,0
Dplus KIA,DRX,2024-02-17,LCK,1
Gen.G,Hanwha Life Esports,2024-02-17,LCK,1
Kwangdong Freecs,FearX,2024-02-16,LCK,1
Nongshim RedForce,KT Rolster,2024-02-16,LCK,0
Hanwha Life Esports,OKSavingsBank BRION,2024-02-15,LCK,1
T1,Dplus KIA,2024-02-15,LCK,1
DRX,Kwangdong Freecs,2024-02-14,LCK,0
KT Rolster,Gen.G,2024-02-14,LCK,1
FearX,Gen.G,2024-02-04,LCK,0
Nongshim RedForce,Hanwha Life Esports,2024-02-04,LCK,0
T1,OKSavingsBank BRION,2024-02-03,LCK,1
DRX,KT Rolster,2024-02-03,LCK,0
Dplus KIA,Hanwha Life Esports,2024-02-02,LCK,0
Kwangdong Freecs,Gen.G,2024-02-02,LCK,0
FearX,Nongshim RedForce,2024-02-01,LCK,1
T1,DRX,2024-02-01,LCK,1
KT Rolster,OKSavingsBank BRION,2024-01-31,LCK,1
Kwangdong Freecs,Dplus KIA,2024-01-31,LCK,1
Hanwha Life Esports,T1,2024-01-28,LCK,0
DRX,OKSavingsBank BRION,2024-01-28,LCK,1
Kwangdong Freecs,Nongshim RedForce,2024-01-27,LCK,1
Gen.G,Dplus KIA,2024-01-27,LCK,1
FearX,DRX,2024-01-26,LCK,1
KT Rolster,T1,2024-01-26,LCK,0
OKSavingsBank BRION,Gen.G,2024-01-25,LCK,0
Dplus KIA,Nongshim RedForce,2024-01-25,LCK,1
KT Rolster,Kwangdong Freecs,2024-01-24,LCK,0
FearX,Hanwha Life Esports,2024-01-24,LCK,0
Dplus KIA,KT Rolster,2024-01-21,LCK,0
Hanwha Life Esports,Kwangdong Freecs,2024-01-21,LCK,1
Nongshim RedForce,Gen.G,2024-01-20,LCK,0
OKSavingsBank BRION,FearX,2024-01-20,LCK,0
T1,Kwangdong Freecs,2024-01-19,LCK,1
Hanwha Life Esports,DRX,2024-01-19,LCK,1
KT Rolster,FearX,2024-01-18,LCK,1
OKSavingsBank BRION,Dplus KIA,2024-01-18,LCK,0
Gen.G,T1,2024-01-17,LCK,1
DRX,Nongshim RedForce,2024-01-17,LCK,0
Gen.G,T1,2024-04-14,LCK,1
Hanwha Life Esports,T1,2024-04-13,LCK,0
T1,Dplus KIA,2024-04-07,LCK,1
Gen.G,Hanwha Life Esports,2024-04-06,LCK,1
T1,Hanwha Life Esports,2024-04-04,LCK,0
Gen.G,Dplus KIA,2024-04-03,LCK,1
KT Rolster,Dplus KIA,2024-03-31,LCK,0
Hanwha Life Esports,Kwangdong Freecs,2024-03-30,LCK,1
Hanwha Life Esports,Gen.G,2024-08-18,LCK,0
Nongshim RedForce,OKSavingsBank BRION,2024-08-18,LCK,1
T1,FearX,2024-08-17,LCK,1
Dplus KIA,KT Rolster,2024-08-17,LCK,1
Gen.G,Nongshim RedForce,2024-08-16,LCK,1
DRX,Kwangdong Freecs,2024-08-16,LCK,1
OKSavingsBank BRION,Dplus KIA,2024-08-15,LCK,0
Hanwha Life Esports,FearX,2024-08-15,LCK,1
Kwangdong Freecs,T1,2024-08-14,LCK,0
KT Rolster,DRX,2024-08-14,LCK,1
OKSavingsBank BRION,T1,2024-08-11,LCK,0
Nongshim RedForce,Dplus KIA,2024-08-11,LCK,0
Hanwha Life Esports,DRX,2024-08-10,LCK,1
FearX,Kwangdong Freecs,2024-08-10,LCK,1
T1,Nongshim RedForce,2024-08-09,LCK,0
Gen.G,KT Rolster,2024-08-09,LCK,0
Dplus KIA,FearX,2024-08-08,LCK,1
Hanwha Life Esports,OKSavingsBank BRION,2024-08-08,LCK,1
Kwangdong Freecs,KT Rolster,2024-08-07,LCK,1
DRX,Gen.G,2024-08-07,LCK,0
Kwangdong Freecs,Nongshim RedForce,2024-08-04,LCK,1
OKSavingsBank BRION,KT Rolster,2024-08-04,LCK,1
FearX,DRX,2024-08-03,LCK,1
T1,Gen.G,2024-08-03,LCK,0
Dplus KIA,Kwangdong Freecs,2024-08-02,LCK,1
Nongshim RedForce,Hanwha Life Esports,2024-08-02,LCK,0
FearX,Gen.G,2024-08-01,LCK,0
DRX,OKSavingsBank BRION,2024-08-01,LCK,1
KT Rolster,Hanwha Life Esports,2024-07-31,LCK,1
T1,Dplus KIA,2024-07-31,LCK,1
KT Rolster,Nongshim RedForce,2024-07-28,LCK,1
DRX,T1,2024-07-28,LCK,0
Gen.G,Kwangdong Freecs,2024-07-27,LCK,1
Hanwha Life Esports,Dplus KIA,2024-07-27,LCK,1
KT Rolster,T1,2024-07-26,LCK,0
FearX,OKSavingsBank BRION,2024-07-26,LCK,1
Dplus KIA,DRX,2024-07-25,LCK,1
Hanwha Life Esports,Kwangdong Freecs,2024-07-25,LCK,1
OKSavingsBank BRION,Gen.G,2024-07-24,LCK,0
FearX,Nongshim RedForce,2024-07-24,LCK,1
DRX,Nongshim RedForce,2024-07-21,LCK,0
KT Rolster,FearX,2024-07-21,LCK,0
Gen.G,Dplus KIA,2024-07-20,LCK,1
T1,Hanwha Life Esports,2024-07-20,LCK,0
Kwangdong Freecs,OKSavingsBank BRION,2024-07-19,LCK,0
KT Rolster,DRX,2024-07-19,LCK,1
Gen.G,Nongshim RedForce,2024-07-18,LCK,1
FearX,T1,2024-07-18,LCK,1
Hanwha Life Esports,Kwangdong Freecs,2024-07-17,LCK,1
Dplus KIA,OKSavingsBank BRION,2024-07-17,LCK,1
FearX,Hanwha Life Esports,2024-07-14,LCK,0
DRX,Kwangdong Freecs,2024-07-14,LCK,0
OKSavingsBank BRION,Nongshim RedForce,2024-07-13,LCK,0
Dplus KIA,Gen.G,2024-07-13,LCK,0
Hanwha Life Esports,T1,2024-07-12,LCK,1
FearX,KT Rolster,2024-07-12,LCK,0
Gen.G,Kwangdong Freecs,2024-07-11,LCK,1
DRX,Dplus KIA,2024-07-11,LCK,0
Nongshim RedForce,KT Rolster,2024-07-10,LCK,0
T1,OKSavingsBank BRION,2024-07-10,LCK,1
Dplus KIA,Kwangdong Freecs,2024-06-30,LCK,1
OKSavingsBank BRION,FearX,2024-06-30,LCK,0
Hanwha Life Esports,Nongshim RedForce,2024-06-29,LCK,1
T1,KT Rolster,2024-06-29,LCK,0
Gen.G,DRX,2024-06-28,LCK,1
FearX,Kwangdong Freecs,2024-06-28,LCK,0
KT Rolster,OKSavingsBank BRION,2024-06-27,LCK,1
Nongshim RedForce,Dplus KIA,2024-06-27,LCK,0
Gen.G,Hanwha Life Esports,2024-06-26,LCK,1
T1,DRX,2024-06-26,LCK,1
Hanwha Life Esports,KT Rolster,2024-06-23,LCK,1
Gen.G,OKSavingsBank BRION,2024-06-23,LCK,1
FearX,Dplus KIA,2024-06-22,LCK,0
Nongshim RedForce,DRX,2024-06-22,LCK,1
T1,Kwangdong Freecs,2024-06-21,LCK,1
OKSavingsBank BRION,Hanwha Life Esports,2024-06-21,LCK,0
DRX,FearX,2024-06-20,LCK,1
KT Rolster,Gen.G,2024-06-20,LCK,0
Dplus KIA,T1,2024-06-19,LCK,0
Nongshim RedForce,Kwangdong Freecs,2024-06-19,LCK,0
Gen.G,T1,2024-06-16,LCK,1
DRX,Hanwha Life Esports,2024-06-16,LCK,0
KT Rolster,Dplus KIA,2024-06-15,LCK,0
OKSavingsBank BRION,Kwangdong Freecs,2024-06-15,LCK,0
T1,Nongshim RedForce,2024-06-14,LCK,1
Gen.G,FearX,2024-06-14,LCK,1
OKSavingsBank BRION,DRX,2024-06-13,LCK,0
KT Rolster,Kwangdong Freecs,2024-06-13,LCK,0
Nongshim RedForce,FearX,2024-06-12,LCK,0
Dplus KIA,Hanwha Life Esports,2024-06-12,LCK,1
Gen.G,Hanwha Life Esports,2024-09-08,LCK,0
Hanwha Life Esports,T1,2024-09-07,LCK,1
Dplus KIA,T1,2024-09-01,LCK,0
Gen.G,Hanwha Life Esports,2024-08-31,LCK,1
Hanwha Life Esports,T1,2024-08-29,LCK,1
Gen.G,Dplus KIA,2024-08-28,LCK,1
T1,KT Rolster,2024-08-24,LCK,1
Dplus KIA,FearX,2024-08-23,LCK,1
T1,KT Rolster,2024-09-14,LCK,1
KT Rolster,FearX,2024-09-13,LCK,1
T1,Dplus KIA,2024-09-12,LCK,0
NRG,Dignitas,2024-03-10,LCS,0
FlyQuest,Dignitas,2024-03-10,LCS,1
Cloud9,Shopify Rebellion,2024-03-10,LCS,1
NRG,100 Thieves,2024-03-10,LCS,0
Immortals,Team Liquid,2024-03-10,LCS,0
Shopify Rebellion,100 Thieves,2024-03-09,LCS,0
Team Liquid,Dignitas,2024-03-09,LCS,0
FlyQuest,NRG,2024-03-09,LCS,1
Immortals,Cloud9,2024-03-09,LCS,1
NRG,Shopify Rebellion,2024-03-08,LCS,0
100 Thieves,Immortals,2024-03-08,LCS,1
Team Liquid,FlyQuest,2024-03-08,LCS,1
Dignitas,Cloud9,2024-03-08,LCS,0
Dignitas,Shopify Rebellion,2024-03-03,LCS,1
Team Liquid,Cloud9,2024-03-03,LCS,0
Immortals,NRG,2024-03-03,LCS,0
FlyQuest,100 Thieves,2024-03-03,LCS,1
Shopify Rebellion,Immortals,2024-03-02,LCS,1
NRG,Team Liquid,2024-03-02,LCS,1
100 Thieves,Dignitas,2024-03-02,LCS,1
Cloud9,FlyQuest,2024-03-02,LCS,1
Dignitas,NRG,2024-02-11,LCS,1
100 Thieves,Cloud9,2024-02-11,LCS,1
FlyQuest,Immortals,2024-02-11,LCS,1
Team Liquid,Shopify Rebellion,2024-02-11,LCS,1
Immortals,Dignitas,2024-02-10,LCS,0
NRG,Cloud9,2024-02-10,LCS,0
100 Thieves,Team Liquid,2024-02-10,LCS,1
Shopify Rebellion,FlyQuest,2024-02-10,LCS,1
NRG,Immortals,2024-02-04,LCS,0
Shopify Rebellion,100 Thieves,2024-02-04,LCS,0
Team Liquid,Cloud9,2024-02-04,LCS,1
Dignitas,FlyQuest,2024-02-04,LCS,0
NRG,Shopify Rebellion,2024-02-03,LCS,0
Immortals,100 Thieves,2024-02-03,LCS,0
FlyQuest,Cloud9,2024-02-03,LCS,1
Dignitas,Team Liquid,2024-02-03,LCS,0
100 Thieves,FlyQuest,2024-02-02,LCS,0
Shopify Rebellion,Dignitas,2024-02-02,LCS,0
Team Liquid,NRG,2024-02-02,LCS,0
Cloud9,Immortals,2024-02-02,LCS,0
Team Liquid,Immortals,2024-01-28,LCS,1
NRG,FlyQuest,2024-01-28,LCS,1
Shopify Rebellion,Cloud9,2024-01-28,LCS,1
Dignitas,100 Thieves,2024-01-28,LCS,0
Immortals,Shopify Rebellion,2024-01-27,LCS,1
FlyQuest,Team Liquid,2024-01-27,LCS,1
100 Thieves,NRG,2024-01-27,LCS,0
Cloud9,Dignitas,2024-01-27,LCS,1
NRG,Dignitas,2024-01-21,LCS,1
Immortals,FlyQuest,2024-01-21,LCS,0
100 Thieves,Cloud9,2024-01-21,LCS,0
Team Liquid,Shopify Rebellion,2024-01-21,LCS,1
Dignitas,Immortals,2024-01-20,LCS,1
FlyQuest,Shopify Rebellion,2024-01-20,LCS,1
Cloud9,NRG,2024-01-20,LCS,1
Team Liquid,100 Thieves,2024-01-20,LCS,0
FlyQuest,Team Liquid,2024-03-31,LCS,0
Cloud9,Team Liquid,2024-03-30,LCS,0
Cloud9,FlyQuest,2024-03-23,LCS,0
100 Thieves,Team Liquid,2024-03-22,LCS,0
Team Liquid,Dignitas,2024-03-17,LCS,1
100 Thieves,NRG,2024-03-16,LCS,1
FlyQuest,Team Liquid,2024-03-15,LCS,1
100 Thieves,Cloud9,2024-03-14,LCS,0
Dignitas,Immortals,2024-08-11,LCS,1
FlyQuest,Cloud9,2024-08-11,LCS,0
Shopify Rebellion,100 Thieves,2024-08-10,LCS,0
NRG,Team Liquid,2024-08-10,LCS,0
Team Liquid,Cloud9,2024-08-04,LCS,1
FlyQuest,Shopify Rebellion,2024-08-04,LCS,1
NRG,Dignitas,2024-08-03,LCS,0
100 Thieves,Immortals,2024-08-03,LCS,1
FlyQuest,100 Thieves,2024-07-28,LCS,1
Team Liquid,Immortals,2024-07-28,LCS,1
Shopify Rebellion,Dignitas,2024-07-27,LCS,1
Cloud9,NRG,2024-07-27,LCS,1
NRG,Shopify Rebellion,2024-07-21,LCS,1
Cloud9,100 Thieves,2024-07-21,LCS,1
FlyQuest,Immortals,2024-07-20,LCS,1
Dignitas,Team Liquid,2024-07-20,LCS,0
Dignitas,FlyQuest,2024-06-28,LCS,0
Shopify Rebellion,Cloud9,2024-06-28,LCS,0
Immortals,NRG,2024-06-27,LCS,0
100 Thieves,Team Liquid,2024-06-27,LCS,0
Team Liquid,Shopify Rebellion,2024-06-23,LCS,1
FlyQuest,NRG,2024-06-23,LCS,1
100 Thieves,Dignitas,2024-06-22,LCS,0
Cloud9,Immortals,2024-06-22,LCS,1
Immortals,Shopify Rebellion,2024-06-16,LCS,1
100 Thieves,NRG,2024-06-16,LCS,1
Cloud9,Dignitas,2024-06-15,LCS,1
Team Liquid,FlyQuest,2024-06-15,LCS,1
Team Liquid,FlyQuest,2024-09-07,LCS,0
FlyQuest,100 Thieves,2024-09-06,LCS,1
Cloud9,100 Thieves,2024-09-01,LCS,0
Team Liquid,FlyQuest,2024-08-31,LCS,1
100 Thieves,Dignitas,2024-08-30,LCS,1
Cloud9,FlyQuest,2024-08-25,LCS,0
Team Liquid,100 Thieves,2024-08-24,LCS,1
Dignitas,NRG,2024-08-23,LCS,1
FlyQuest,NRG,2024-08-18,LCS,1
Dignitas,100 Thieves,2024-08-17,LCS,0
paiN Gaming,INTZ e-Sports,2024-03-17,CBLOL,1
Fluxo W7M,Liberty,2024-03-17,CBLOL,1
FURIA Esports,RED Canids,2024-03-17,CBLOL,0
KaBuM! e-Sports,Los Grandes,2024-03-17,CBLOL,0
LOUD,Vivo Keyd Stars,2024-03-17,CBLOL,0
INTZ e-Sports,Fluxo W7M,2024-03-16,CBLOL,1
Vivo Keyd Stars,paiN Gaming,2024-03-16,CBLOL,1
KaBuM! e-Sports,FURIA Esports,2024-03-16,CBLOL,1
LOUD,Los Grandes,2024-03-16,CBLOL,1
Liberty,RED Canids,2024-03-16,CBLOL,0
INTZ e-Sports,KaBuM! e-Sports,2024-03-10,CBLOL,1
paiN Gaming,Fluxo W7M,2024-03-10,CBLOL,0
Los Grandes,Liberty,2024-03-10,CBLOL,1
RED Canids,LOUD,2024-03-10,CBLOL,0
Vivo Keyd Stars,FURIA Esports,2024-03-10,CBLOL,1
Fluxo W7M,RED Canids,2024-03-09,CBLOL,0
FURIA Esports,Los Grandes,2024-03-09,CBLOL,0
Liberty,Vivo Keyd Stars,2024-03-09,CBLOL,1
LOUD,INTZ e-Sports,2024-03-09,CBLOL,1
paiN Gaming,KaBuM! e-Sports,2024-03-09,CBLOL,0
Fluxo W7M,LOUD,2024-03-03,CBLOL,0
Los Grandes,paiN Gaming,2024-03-03,CBLOL,0
FURIA Esports,INTZ e-Sports,2024-03-03,CBLOL,1
KaBuM! e-Sports,Liberty,2024-03-03,CBLOL,0
RED Canids,Vivo Keyd Stars,2024-03-03,CBLOL,1
LOUD,FURIA Esports,2024-03-02,CBLOL,1
Vivo Keyd Stars,Fluxo W7M,2024-03-02,CBLOL,1
RED Canids,KaBuM! e-Sports,2024-03-02,CBLOL,1
paiN Gaming,Liberty,2024-03-02,CBLOL,0
INTZ e-Sports,Los Grandes,2024-03-02,CBLOL,0
FURIA Esports,paiN Gaming,2024-02-25,CBLOL,0
Liberty,LOUD,2024-02-25,CBLOL,1
INTZ e-Sports,Vivo Keyd Stars,2024-02-25,CBLOL,0
Los Grandes,RED Canids,2024-02-25,CBLOL,0
KaBuM! e-Sports,Fluxo W7M,2024-02-25,CBLOL,0
Liberty,FURIA Esports,2024-02-24,CBLOL,1
RED Canids,INTZ e-Sports,2024-02-24,CBLOL,1
Fluxo W7M,Los Grandes,2024-02-24,CBLOL,0
Vivo Keyd Stars,KaBuM! e-Sports,2024-02-24,CBLOL,1
LOUD,paiN Gaming,2024-02-24,CBLOL,1
Los Grandes,Vivo Keyd Stars,2024-02-18,CBLOL,0
KaBuM! e-Sports,LOUD,2024-02-18,CBLOL,1
paiN Gaming,RED Canids,2024-02-18,CBLOL,1
FURIA Esports,Fluxo W7M,2024-02-18,CBLOL,0
INTZ e-Sports,Liberty,2024-02-18,CBLOL,0
Los Grandes,KaBuM! e-Sports,2024-02-17,CBLOL,0
INTZ e-Sports,paiN Gaming,2024-02-17,CBLOL,0
Vivo Keyd Stars,LOUD,2024-02-17,CBLOL,1
Liberty,Fluxo W7M,2024-02-17,CBLOL,1
RED Canids,FURIA Esports,2024-02-17,CBLOL,1
Los Grandes,LOUD,2024-02-11,CBLOL,1
Fluxo W7M,INTZ e-Sports,2024-02-11,CBLOL,1
RED Canids,Liberty,2024-02-11,CBLOL,1
FURIA Esports,KaBuM! e-Sports,2024-02-11,CBLOL,0
paiN Gaming,Vivo Keyd Stars,2024-02-11,CBLOL,1
KaBuM! e-Sports,INTZ e-Sports,2024-02-10,CBLOL,1
FURIA Esports,Vivo Keyd Stars,2024-02-10,CBLOL,0
LOUD,RED Canids,2024-02-10,CBLOL,1
Fluxo W7M,paiN Gaming,2024-02-10,CBLOL,0
Liberty,Los Grandes,2024-02-10,CBLOL,0
Vivo Keyd Stars,Liberty,2024-02-04,CBLOL,1
Los Grandes,FURIA Esports,2024-02-04,CBLOL,0
INTZ e-Sports,LOUD,2024-02-04,CBLOL,0
KaBuM! e-Sports,paiN Gaming,2024-02-04,CBLOL,0
RED Canids,Fluxo W7M,2024-02-04,CBLOL,0
Liberty,KaBuM! e-Sports,2024-02-03,CBLOL,0
Vivo Keyd Stars,RED Canids,2024-02-03,CBLOL,0
paiN Gaming,Los Grandes,2024-02-03,CBLOL,1
LOUD,Fluxo W7M,2024-02-03,CBLOL,1
INTZ e-Sports,FURIA Esports,2024-02-03,CBLOL,0
Fluxo W7M,Vivo Keyd Stars,2024-01-28,CBLOL,0
KaBuM! e-Sports,RED Canids,2024-01-28,CBLOL,1
Liberty,paiN Gaming,2024-01-28,CBLOL,1
Los Grandes,INTZ e-Sports,2024-01-28,CBLOL,1
FURIA Esports,LOUD,2024-01-28,CBLOL,0
RED Canids,Los Grandes,2024-01-27,CBLOL,1
LOUD,Liberty,2024-01-27,CBLOL,1
paiN Gaming,FURIA Esports,2024-01-27,CBLOL,1
Vivo Keyd Stars,INTZ e-Sports,2024-01-27,CBLOL,1
Fluxo W7M,KaBuM! e-Sports,2024-01-27,CBLOL,0
paiN Gaming,LOUD,2024-01-21,CBLOL,1
FURIA Esports,Liberty,2024-01-21,CBLOL,1
KaBuM! e-Sports,Vivo Keyd Stars,2024-01-21,CBLOL,1
INTZ e-Sports,RED Canids,2024-01-21,CBLOL,1
Los Grandes,Fluxo W7M,2024-01-21,CBLOL,1
RED Canids,paiN Gaming,2024-01-20,CBLOL,1
Liberty,INTZ e-Sports,2024-01-20,CBLOL,1
Fluxo W7M,FURIA Esports,2024-01-20,CBLOL,1
Vivo Keyd Stars,Los Grandes,2024-01-20,CBLOL,1
LOUD,KaBuM! e-Sports,2024-01-20,CBLOL,1
LOUD,paiN Gaming,2024-04-20,CBLOL,1
Vivo Keyd Stars,paiN Gaming,2024-04-14,CBLOL,0
Vivo Keyd Stars,RED Canids,2024-04-13,CBLOL,1
LOUD,paiN Gaming,2024-04-07,CBLOL,1
Vivo Keyd Stars,Los Grandes,2024-04-06,CBLOL,1
RED Canids,KaBuM! e-Sports,2024-04-05,CBLOL,1
LOUD,RED Canids,2024-03-31,CBLOL,1
paiN Gaming,Vivo Keyd Stars,2024-03-30,CBLOL,1
Los Grandes,RED Canids,2024-03-23,CBLOL,0
paiN Gaming,KaBuM! e-Sports,2024-03-22,CBLOL,1
Fluxo W7M,FURIA Esports,2024-07-29,CBLOL,0
KaBuM! e-Sports,FURIA Esports,2024-07-29,CBLOL,0
RED Canids,KaBuM! e-Sports,2024-07-28,CBLOL,1
Los Grandes,Liberty,2024-07-28,CBLOL,0
INTZ e-Sports,Vivo Keyd Stars,2024-07-28,CBLOL,0
paiN Gaming,FURIA Esports,2024-07-28,CBLOL,1
LOUD,Fluxo W7M,2024-07-28,CBLOL,0
KaBuM! e-Sports,Los Grandes,2024-07-27,CBLOL,0
Fluxo W7M,RED Canids,2024-07-27,CBLOL,0
paiN Gaming,INTZ e-Sports,2024-07-27,CBLOL,1
LOUD,FURIA Esports,2024-07-27,CBLOL,0
Liberty,Vivo Keyd Stars,2024-07-27,CBLOL,0
KaBuM! e-Sports,paiN Gaming,2024-07-21,CBLOL,1
RED Canids,Los Grandes,2024-07-21,CBLOL,1
FURIA Esports,Liberty,2024-07-21,CBLOL,1
Vivo Keyd Stars,LOUD,2024-07-21,CBLOL,1
Fluxo W7M,INTZ e-Sports,2024-07-21,CBLOL,0
Los Grandes,Vivo Keyd Stars,2024-07-20,CBLOL,0
INTZ e-Sports,FURIA Esports,2024-07-20,CBLOL,0
Liberty,Fluxo W7M,2024-07-20,CBLOL,0
LOUD,KaBuM! e-Sports,2024-07-20,CBLOL,1
RED Canids,paiN Gaming,2024-07-20,CBLOL,1
Los Grandes,LOUD,2024-07-14,CBLOL,0
FURIA Esports,RED Canids,2024-07-14,CBLOL,0
INTZ e-Sports,KaBuM! e-Sports,2024-07-14,CBLOL,0
paiN Gaming,Liberty,2024-07-14,CBLOL,1
Vivo Keyd Stars,Fluxo W7M,2024-07-14,CBLOL,1
LOUD,INTZ e-Sports,2024-07-13,CBLOL,0
Fluxo W7M,Los Grandes,2024-07-13,CBLOL,1
Vivo Keyd Stars,paiN Gaming,2024-07-13,CBLOL,0
RED Canids,Liberty,2024-07-13,CBLOL,1
KaBuM! e-Sports,FURIA Esports,2024-07-13,CBLOL,1
INTZ e-Sports,RED Canids,2024-07-12,CBLOL,0
Liberty,LOUD,2024-07-12,CBLOL,0
KaBuM! e-Sports,Fluxo W7M,2024-07-12,CBLOL,1
FURIA Esports,Vivo Keyd Stars,2024-07-12,CBLOL,0
paiN Gaming,Los Grandes,2024-07-12,CBLOL,1
Liberty,INTZ e-Sports,2024-06-30,CBLOL,1
Vivo Keyd Stars,KaBuM! e-Sports,2024-06-30,CBLOL,1
Los Grandes,FURIA Esports,2024-06-30,CBLOL,0
Fluxo W7M,paiN Gaming,2024-06-30,CBLOL,0
LOUD,RED Canids,2024-06-30,CBLOL,0
FURIA Esports,Fluxo W7M,2024-06-29,CBLOL,1
paiN Gaming,LOUD,2024-06-29,CBLOL,1
RED Canids,Vivo Keyd Stars,2024-06-29,CBLOL,0
INTZ e-Sports,Los Grandes,2024-06-29,CBLOL,1
KaBuM! e-Sports,Liberty,2024-06-29,CBLOL,1
FURIA Esports,paiN Gaming,2024-06-28,CBLOL,0
KaBuM! e-Sports,RED Canids,2024-06-28,CBLOL,1
Fluxo W7M,LOUD,2024-06-28,CBLOL,0
Liberty,Los Grandes,2024-06-28,CBLOL,1
Vivo Keyd Stars,INTZ e-Sports,2024-06-28,CBLOL,1
FURIA Esports,LOUD,2024-06-23,CBLOL,0
Los Grandes,KaBuM! e-Sports,2024-06-23,CBLOL,0
Vivo Keyd Stars,Liberty,2024-06-23,CBLOL,1
INTZ e-Sports,paiN Gaming,2024-06-23,CBLOL,0
RED Canids,Fluxo W7M,2024-06-23,CBLOL,1
paiN Gaming,KaBuM! e-Sports,2024-06-22,CBLOL,1
INTZ e-Sports,Fluxo W7M,2024-06-22,CBLOL,1
LOUD,Vivo Keyd Stars,2024-06-22,CBLOL,1
Los Grandes,RED Canids,2024-06-22,CBLOL,1
Liberty,FURIA Esports,2024-06-22,CBLOL,0
Fluxo W7M,Liberty,2024-06-16,CBLOL,1
FURIA Esports,INTZ e-Sports,2024-06-16,CBLOL,1
KaBuM! e-Sports,LOUD,2024-06-16,CBLOL,0
paiN Gaming,RED Canids,2024-06-16,CBLOL,1
Vivo Keyd Stars,Los Grandes,2024-06-16,CBLOL,1
Liberty,paiN Gaming,2024-06-15,CBLOL,0
Fluxo W7M,Vivo Keyd Stars,2024-06-15,CBLOL,1
RED Canids,FURIA Esports,2024-06-15,CBLOL,1
LOUD,Los Grandes,2024-06-15,CBLOL,1
KaBuM! e-Sports,INTZ e-Sports,2024-06-15,CBLOL,1
Los Grandes,Fluxo W7M,2024-06-09,CBLOL,0
paiN Gaming,Vivo Keyd Stars,2024-06-09,CBLOL,0
Liberty,RED Canids,2024-06-09,CBLOL,0
FURIA Esports,KaBuM! e-Sports,2024-06-09,CBLOL,1
INTZ e-Sports,LOUD,2024-06-09,CBLOL,1
Vivo Keyd Stars,FURIA Esports,2024-06-08,CBLOL,1
LOUD,Liberty,2024-06-08,CBLOL,1
RED Canids,INTZ e-Sports,2024-06-08,CBLOL,0
Fluxo W7M,KaBuM! e-Sports,2024-06-08,CBLOL,1
Los Grandes,paiN Gaming,2024-06-08,CBLOL,0
RED Canids,LOUD,2024-06-02,CBLOL,0
INTZ e-Sports,Liberty,2024-06-02,CBLOL,1
paiN Gaming,Fluxo W7M,2024-06-02,CBLOL,0
KaBuM! e-Sports,Vivo Keyd Stars,2024-06-02,CBLOL,0
FURIA Esports,Los Grandes,2024-06-02,CBLOL,1
Vivo Keyd Stars,RED Canids,2024-06-01,CBLOL,1
Liberty,KaBuM! e-Sports,2024-06-01,CBLOL,0
Los Grandes,INTZ e-Sports,2024-06-01,CBLOL,0
Fluxo W7M,FURIA Esports,2024-06-01,CBLOL,1
LOUD,paiN Gaming,2024-06-01,CBLOL,0
